area_id	year	functional_group	tonnes	comp	name_sf	name_sau
1	1980	Pel_SmMd	582421.774918432	0.596712607014797	East Bering Sea	East Bering Sea
1	1980	Sharks_Rays	43.4541714243	4.45204026238432e-05	East Bering Sea	East Bering Sea
1	1981	Cephs	1845.8368152349	0.0017433884469822	East Bering Sea	East Bering Sea
1	1981	Crusts	24200.1723941596	0.022857004811439	East Bering Sea	East Bering Sea
1	1981	Dem_Lg	80669.1265968094	0.0761917966833511	East Bering Sea	East Bering Sea
1	1981	Dem_SmMd	298311.944996624	0.281754916908903	East Bering Sea	East Bering Sea
1	1981	Other	1326.5225427434	0.00125289736156118	East Bering Sea	East Bering Sea
1	1981	Pel_Lg	15947.882535782	0.0150627368233379	East Bering Sea	East Bering Sea
1	1981	Pel_SmMd	636361.350237748	0.601041769756497	East Bering Sea	East Bering Sea
1	1981	Sharks_Rays	101.1005296935	9.54892079281657e-05	East Bering Sea	East Bering Sea
1	1982	Cephs	1322.6882798084	0.00136920936908458	East Bering Sea	East Bering Sea
1	1982	Crusts	14350.6865288563	0.0148554234191538	East Bering Sea	East Bering Sea
1	1982	Dem_Lg	69549.5125250732	0.0719956815360835	East Bering Sea	East Bering Sea
1	1982	Dem_SmMd	242588.905834028	0.251121150594941	East Bering Sea	East Bering Sea
1	1982	Other	1312.7279396981	0.00135889870767896	East Bering Sea	East Bering Sea
1	1982	Pel_Lg	14988.9289297982	0.0155161138391545	East Bering Sea	East Bering Sea
1	1982	Pel_SmMd	621859.981945724	0.643731804792428	East Bering Sea	East Bering Sea
1	1982	Sharks_Rays	49.9605480741	5.17177414753894e-05	East Bering Sea	East Bering Sea
1	1983	Cephs	864.9498988665	0.000794257922378977	East Bering Sea	East Bering Sea
1	1983	Crusts	10949.4859211034	0.0100545892313651	East Bering Sea	East Bering Sea
1	1983	Dem_Lg	88802.9437381801	0.0815451180317559	East Bering Sea	East Bering Sea
1	1983	Dem_SmMd	256925.122184574	0.235926744451566	East Bering Sea	East Bering Sea
1	1983	Other	459.6956766604	0.000422124950299857	East Bering Sea	East Bering Sea
1	1983	Pel_Lg	13374.1724916881	0.0122811072302649	East Bering Sea	East Bering Sea
1	1983	Pel_SmMd	717595.47349074	0.658946709665184	East Bering Sea	East Bering Sea
1	1983	Sharks_Rays	31.9606468584	2.93485171856861e-05	East Bering Sea	East Bering Sea
1	1984	Cephs	721.0665434154	0.000608209940365376	East Bering Sea	East Bering Sea
1	1984	Crusts	8954.2131563419	0.00755275847918541	East Bering Sea	East Bering Sea
1	1984	Dem_Lg	89249.1789965049	0.0752804832380796	East Bering Sea	East Bering Sea
1	1984	Dem_SmMd	304418.22050003	0.256772678509636	East Bering Sea	East Bering Sea
1	1984	Other	734.7347514327	0.000619738890167606	East Bering Sea	East Bering Sea
1	1984	Pel_Lg	15768.0329660327	0.013300123931038	East Bering Sea	East Bering Sea
1	1984	Pel_SmMd	765703.449545572	0.645860570897941	East Bering Sea	East Bering Sea
1	1984	Sharks_Rays	6.444813499	5.43611358714032e-06	East Bering Sea	East Bering Sea
1	1985	Cephs	284.5720166647	0.000246195755359661	East Bering Sea	East Bering Sea
1	1985	Crusts	11862.2953817783	0.0102625929493882	East Bering Sea	East Bering Sea
1	1985	Dem_Lg	88234.5499222812	0.0763355860549389	East Bering Sea	East Bering Sea
1	1985	Dem_SmMd	309087.11622562	0.267404845153017	East Bering Sea	East Bering Sea
1	1985	Other	950.8810820661	0.000822649004636001	East Bering Sea	East Bering Sea
1	1985	Pel_Lg	13561.689245238	0.0117328132499351	East Bering Sea	East Bering Sea
1	1985	Pel_SmMd	731895.117030908	0.633194624311153	East Bering Sea	East Bering Sea
1	1985	Sharks_Rays	0.8016256504	6.93521572602288e-07	East Bering Sea	East Bering Sea
1	1986	Cephs	207.8784916013	0.000209211348336017	East Bering Sea	East Bering Sea
1	1986	Crusts	15584.6049253845	0.0156845289024766	East Bering Sea	East Bering Sea
1	1986	Dem_Lg	97185.2221413343	0.0978083456633891	East Bering Sea	East Bering Sea
1	1986	Dem_SmMd	219340.265968898	0.220746612284187	East Bering Sea	East Bering Sea
1	1986	Other	1046.3685412784	0.00105307755357927	East Bering Sea	East Bering Sea
1	1986	Pel_Lg	15047.750592176	0.0151442324146321	East Bering Sea	East Bering Sea
1	1986	Pel_SmMd	645129.152254225	0.649265533698601	East Bering Sea	East Bering Sea
1	1986	Sharks_Rays	87.8945801854	8.84581347996499e-05	East Bering Sea	East Bering Sea
1	1987	Cephs	136.6413904704	0.00019449060089658	East Bering Sea	East Bering Sea
1	1987	Crusts	15693.8441622638	0.0223380717291308	East Bering Sea	East Bering Sea
1	1987	Dem_Lg	91729.8916152047	0.130565136076276	East Bering Sea	East Bering Sea
1	1987	Dem_SmMd	132654.534388134	0.188815848667708	East Bering Sea	East Bering Sea
1	1987	Other	974.6155020294	0.00138723379482795	East Bering Sea	East Bering Sea
1	1987	Pel_Lg	12641.1404069686	0.0179929594195834	East Bering Sea	East Bering Sea
1	1987	Pel_SmMd	448605.632048282	0.63852964787826	East Bering Sea	East Bering Sea
1	1987	Sharks_Rays	124.0804767258	0.000176611833316807	East Bering Sea	East Bering Sea
1	1988	Cephs	54.9833979248	7.44672229044702e-05	East Bering Sea	East Bering Sea
1	1988	Crusts	17972.1325801603	0.0243407074394695	East Bering Sea	East Bering Sea
1	1988	Dem_Lg	116280.392792601	0.157485318411002	East Bering Sea	East Bering Sea
1	1988	Dem_SmMd	159228.329938413	0.215652214773038	East Bering Sea	East Bering Sea
1	1988	Other	651.0639164329	0.000881773837556848	East Bering Sea	East Bering Sea
1	1988	Pel_Lg	17962.7565640722	0.0243280089539931	East Bering Sea	East Bering Sea
1	1988	Pel_SmMd	426068.606618926	0.577049565854092	East Bering Sea	East Bering Sea
1	1988	Sharks_Rays	138.7694113146	0.00018794350794434	East Bering Sea	East Bering Sea
